prompt_short,n,band_mean,band_std,word_count_mean,prompt_overlap_mean
Some people say that playing computer games is bad for children in every aspects. Others say that playing computer games,3,6.666666666666667,0.7637626158259733,321.3333333333333,0.6222222222222222
Some people think that the main purpose of school is to turn children into good citizens and trainees rather than to ben,3,6.666666666666667,0.5773502691896257,295.3333333333333,0.6891025641025642
"Some people think that the government should ensure the healthy lifestyle of people, but others argue that it should be ",3,6.333333333333333,0.2886751345948129,347.0,0.6666666666666666
Some people think that the government should increase the cost of fuel for cars and other vehicles in order to solve env,3,4.666666666666667,1.0408329997330665,262.3333333333333,0.5111111111111111
Some people think that the best way to solve environmental problem is to increase the cost of fuel. To what extent do yo,3,6.5,0.8660254037844386,289.3333333333333,0.5555555555555555
Large public places such as parks and squares are essential in both citites and towns Do you agree or disagree?,3,3.3333333333333335,2.3629078131263044,226.66666666666666,0.3666666666666667
It is the responsibility of schools to teach children good behavior in addition to provide formal education. To what ext,3,4.333333333333333,3.4034296427770228,283.3333333333333,0.4615384615384615
"Some say that because many people are living much longer, the age at which people retire from work should be raised cons",3,5.333333333333333,0.5773502691896257,278.3333333333333,0.6111111111111112
Many people use social media every day to keep in touch with friends and get social news. Do you think the advantages of,3,5.5,1.3228756555322954,266.6666666666667,0.5641025641025641
Many people feel that all teenagers should have to do unpaid work during their free time to help the local community and,3,5.666666666666667,2.753785273643051,286.0,0.4901960784313726
"Some people believe that watching TV is bad for children, while others claim it has positive effects for children as the",3,6.5,0.5,275.0,0.4871794871794872
"In many countries, the government likes to spend more money on arts. However, others think government should spend more ",3,4.166666666666667,1.6072751268321592,310.3333333333333,0.4583333333333333
Some people believe that what children watch in television influence on children's behaviour. Others say that amount of ,3,5.5,1.0,254.0,0.5333333333333333
"Some people think the news has no connection to people’s lives, so it is a waste of time to read the news in the newspap",3,6.833333333333333,0.5773502691896257,321.3333333333333,0.5111111111111111
Some people believe that they should be able to keep all the money they earn and should not have to pay tax to the state,3,5.0,1.8027756377319946,308.3333333333333,0.6
"Some people believe that the main benefit of international cooperation is the protection of the environment, while other",3,6.0,1.8027756377319946,290.6666666666667,0.6274509803921569
Some people believe that the main purpose of schools is to turn children into good citizens and workers instead of benef,3,5.666666666666667,1.5275252316519465,388.6666666666667,0.8125
Some people believe that the goverment sholud take care of old people and provide financial support after they retire. O,3,6.666666666666667,0.7637626158259734,346.3333333333333,0.5396825396825397
"In many countries, the age at which people can retire is being raised. Some people argue that this is a necessary measur",3,5.0,0.5,373.3333333333333,0.19999999999999998
Some people feel that the design of newly constructed buildings in big cities should be controlled by governments. Other,3,6.5,0.5,301.6666666666667,0.4743589743589744
"Some people feel that entertainers such as film stars, pop musicians or sports stars are paid too much money.Do you agre",3,6.0,0.5,303.3333333333333,0.4545454545454546
Machines have taken over domestic jobs that used to be done by hand. What are the advantages and disadvantage of this? G,3,6.166666666666667,1.4433756729740643,303.6666666666667,0.4444444444444445
many jobs used to be done at home by hand but nowadays an increasing number of them are done using machines instead. Dis,3,5.666666666666667,2.0207259421636903,253.33333333333334,0.4583333333333333
many universities professional cannot find the jobs in their choosen profession.what factors may have cause this situati,3,5.333333333333333,1.6072751268321592,320.0,0.3076923076923077
"in some countries, more and more people are becoming intrested in finding out about the history of the house or building",3,6.333333333333333,0.5773502691896257,335.0,0.5151515151515151
"Nowadays, more and more people decide to have children later in their life. What are the the reasons? Do advantages of t",3,6.333333333333333,0.28867513459481275,330.3333333333333,0.6333333333333334
"Although families have influence on a children’s development, factors outside the home play a bigger part in their lives",3,5.666666666666667,0.5773502691896257,275.6666666666667,0.4222222222222222
Only government action can solve the housing shortage in big cities. To what extent do you agree or disagree?,3,8.166666666666666,0.28867513459481314,268.0,0.5185185185185185
One of the consequences of improved technology is that many jobs that used to be done by people can now be complete by r,3,5.333333333333333,1.2583057392117918,338.6666666666667,0.6041666666666666
One of the consequences of improved technology is that many jobs that used to be done by people can now be completed by ,3,4.666666666666667,1.2583057392117918,266.6666666666667,0.5
People nowadays tend to have children at older ages. Do the advantage of this outweigh the disadvantages.,3,6.833333333333333,0.2886751345948129,282.3333333333333,0.5925925925925926
